%Time	air T	T Winkler	T Boone
734680.75	78.5	68.72	67.28
734680.7917	74.49999999	68.12	65.85
734680.8333	71.2	67.13	64.59
734680.875	70	66.14	63.74
734680.9167	69.29999999	65.24	63.21
734680.9583	67.2	64.4	62.76
734681	67.70491803	63.65	62.4
734681.0417	68	62.99	62.23
734681.0833	66.9	62.39	61.99
734681.125	64.4	61.89	61.79
734681.1667	62.90000001	61.45	61.64
734681.2083	67	61	61.37
734681.25	65.2	60.6	61.28
734681.2917	71.90000002	60.25	61.62
734681.3333	77.5	60.14	62.65
734681.375	78.7	60.43	64.52
734681.4167	82	61.28	66.78
734681.4583	81.8	62.44	69.39
734681.5	83.9	64.03	71.33
734681.5417	83.2	65.87000001	73.04
734681.5833	83.7	67.59	73.38
734681.625	84.5	69.06	74.04
734681.6667	82.60000001	70.14	72.95
734681.7083	85.7	70.96	70.59
734681.75	82.5	71.08	68.83
734681.7917	78.69999999	70.81	67.31
734681.8333	74.5	69.76	65.99
734681.875	72.1	68.55	65.09
734681.9167	70.7	67.51	64.42
734681.9583	69	66.67	64.07
734682	69.90327869	65.91	63.72
734682.0417	70.09999999	65.26	63.53
734682.0833	67.9	64.64	63.2
734682.125	71.7	64.14	62.96
734682.1667	71.4	63.68	62.91
734682.2083	71.3	63.24	62.85
734682.25	72.6	62.85	62.9
734682.2917	75.5	62.68	63.51
734682.3333	76.3	62.8	65
734682.375	77.4	63.47	66.13
734682.4167	81.10000001	64.38	68.39
734682.4583	83.4	65.4	70.45
734682.5	85.1	66.69	71.08
734682.5417	80.09999999	67.78	69.68
734682.5833	76.4	68.52	70.2
734682.625	81.7	69.06	70.09
734682.6667	65.10000001	69.12	66.73
734682.7083	69.3	64.74	66.83
734682.75	69.3	64.93	65.32
734682.7917	67	64.87	65.68
734682.8333	66.6	64.36	65.87
734682.875	66.6	64.09	64.38
734682.9167	66.9	63.73	63.7
734682.9583	65.8	63.51	63.3
734683	65.58688525	63.35	63.05
734683.0417	64.8	63.24	62.75
734683.0833	66	63.11	62.57
734683.125	66.9	62.94	62.58
734683.1667	67	62.91	62.81
734683.2083	66.3	62.91	62.28
734683.25	66.9	62.84	62.17
734683.2917	70.50000001	62.77	62.43
734683.3333	73.4	62.8	62.99
734683.375	73.7	62.93	63.71
734683.4167	75.70000001	63.41	65.33
734683.4583	77.8	64.16	66.84
734683.5	78.5	65.1	68.33
734683.5417	79.8	66.4	69.22
734683.5833	80.1	67.8	69.6
734683.625	79.4	69.23	69.42
734683.6667	80.9	70.31	68.66
734683.7083	80	70.8	67.43
734683.75	78.1	70.75	65.95
734683.7917	74.89999998	70.04	64.57
734683.8333	68.5	68.51	63.42
734683.875	64.3	66.89	62.68
734683.9167	60.89999999	65.52	62.11
734683.9583	59.1	64.39	61.62
734684	57.78852459	63.35	61.21
734684.0417	57.1	62.4	60.83
734684.0833	55.9	61.52	60.48
734684.125	54.7	60.72	60.24
734684.1667	55.8	60.02	59.87
734684.2083	54.2	59.38	59.61
734684.25	54.6	58.83	59.47
734684.2917	64.40000001	58.36	59.8
734684.3333	68.1	58.19	60.62
734684.375	73.2	58.5	62.33
734684.4167	77.20000001	59.32	64.28
734684.4583	79.3	60.32	66.19
734684.5	78.2	61.82	67.88
734684.5417	77.6	63.72000001	69.01
734684.5833	78.2	65.84	69.9
734684.625	78.8	67.76	69.52
734684.6667	76.40000001	68.88000001	69.29
734684.7083	78.2	70.08	68.07
734684.75	77.6	70.22	66.21
734684.7917	75.89999998	69.81	64.73
734684.8333	69.2	68.4	63.45
734684.875	65.2	66.82	62.82
734684.9167	62.09999999	65.26	62.06
734684.9583	59.5	63.99	61.47
734685	57.78032787	62.89	61.01
734685.0417	56.6	61.93	60.61
734685.0833	56.4	61.06	60.29
734685.125	56	60.27	60.04
734685.1667	54.9	59.61	59.73
734685.2083	54.7	59.03	59.5
734685.25	57.1	58.49	59.38
734685.2917	62.80000002	58	59.69
734685.3333	70.3	57.8	60.7
734685.375	75.8	58.01	62.31
734685.4167	77.9	58.81	64.51
734685.4583	79.6	59.93	66.46
734685.5	80.2	61.45	68.12
734685.5417	80.3	63.36000001	69.35
734685.5833	81.4	65.53	69.94
734685.625	81.8	67.53	69.35
734685.6667	81.5	68.76	68.1
734685.7083	80.3	69.42	68.3
734685.75	79.1	69.01	66.68
734685.7917	72.39999999	68.59	65.24
734685.8333	69.1	67.49	64.14
734685.875	67	66.54	63.32
734685.9167	64.69999999	65.56	62.77
734685.9583	62.6	64.69	62.34
734686	61.48360656	63.8	61.94
734686.0417	60.5	62.94	61.62
734686.0833	59.6	62.13	61.31
734686.125	58.7	61.4	61.02
734686.1667	57.8	60.76	60.75
734686.2083	57.9	60.17	60.52
734686.25	59.1	59.63	60.47
734686.2917	66.20000002	59.21	60.78
734686.3333	73.8	59.11	61.74
734686.375	78.4	59.33	63.51
734686.4167	79.7	60.08	65.67
734686.4583	81.4	61.27	67.93
734686.5	82.1	62.81	69.06
734686.5417	83.29999999	64.57000001	69.58
734686.5833	81.2	66.48	68.74
734686.625	81.9	67.61	69.77
734686.6667	80.9	68.86	67.41
734686.7083	79.5	68.7	66.34
734686.75	77.9	68.6	65.69
734686.7917	75.19999999	68.07	64.83
734686.8333	72.7	67.23	64.12
734686.875	70	66.45	63.51
734686.9167	68.2	65.64	63.07
734686.9583	66.7	64.86	62.72
734687	65.58360656	64.08	62.44
734687.0417	64.6	63.36	62.25
734687.0833	64.2	62.74	62.09
734687.125	63.4	62.25	61.79
734687.1667	63.4	61.78	61.78
734687.2083	63.9	61.46	61.64
734687.25	63.5	61.1	61.54
734687.2917	70.40000002	60.88	61.94
734687.3333	77	60.81	62.78
734687.375	79.3	61	64.26
734687.4167	80.30000001	61.69	66.52
734687.4583	83	62.96	67.92
734687.5	84.6	64.05	69.84
734687.5417	84.3	65.86	71.29
734687.5833	83	67.56	70.58
734687.625	84.1	68.99	70.52
734687.6667	78.39999997	70.2	68.66
734687.7083	68.7	70.15	73.23
734687.75	72	69.11	69.94
734687.7917	73.89999998	68.33	68.24
734687.8333	68.4	67.43	66.86
734687.875	67.4	66.65	65.87
734687.9167	65.70000001	65.94	65.18
734687.9583	69.4	65.05	64.57
734688	68.91803279	64.17	64.15
734688.0417	70	63.48	63.75
734688.0833	68.9	62.91	63.52
734688.125	70	62.39	63.14
734688.1667	67.1	61.92	62.85
734688.2083	68.5	61.49	62.65
734688.25	66.7	61.12	62.55
734688.2917	73.10000002	60.84	62.87
734688.3333	79.2	60.81	63.74
734688.375	81.9	61.05	65.37
734688.4167	83.9	61.84	67.31
734688.4583	84.3	63.08	69.41
734688.5	81.5	64.65	67.39
734688.5417	68.50000001	66.21	71.39
734688.5833	72.6	66.97	69.47
734688.625	66.5	66.78	68.96
734688.6667	66.10000001	65.61	67.56
734688.7083	69	64.83	67.22
734688.75	69.6	64.64	65.68
734688.7917	71.29999999	64.95	64.9
734688.8333	67.4	66.22	64.04
734688.875	65.8	66.85	63.52
734688.9167	64.2	66.88	63.17
734688.9583	63.3	66.63	62.63
734689	62.78688525	66.24	62.36
734689.0417	62	65.66	62.02
734689.0833	61	65.07	61.69
734689.125	61	64.46	61.82
734689.1667	60.5	63.88	61.59
734689.2083	61.1	63.33	61.47
734689.25	62.9	62.84	61.45
734689.2917	67.60000001	62.46	61.57
734689.3333	71.2	62.3	61.93
734689.375	74.6	62.51	63.28
734689.4167	78.4	63.02	64.96
734689.4583	79.4	63.93	65.89
734689.5	79.6	65.41	65.34
734689.5417	77.8	66.42	65.24
734689.5833	78.8	66.9	66.9
734689.625	77.3	66.98	66.33
734689.6667	73.20000001	67.53	65.18
734689.7083	75.2	67.61	64.79
734689.75	75	67.12	64.4
734689.7917	75.19999999	66.76	64
734689.8333	71	66.56	63.3
734689.875	68.4	66.11	62.8
734689.9167	67.9	65.48	62.49
734689.9583	67.2	64.82	62.38
734690	66.68688525	64.26	62.21
734690.0417	65.9	63.87	61.96
734690.0833	65.4	63.55	61.82
734690.125	64.9	63.16	61.63
734690.1667	63.6	62.74	61.42
734690.2083	63.2	62.36	61.26
734690.25	64	61.94	61.19
734690.2917	68.10000001	61.57	61.56
734690.3333	73.1	61.54	62.3
734690.375	73.8	61.83	62.79
734690.4167	78.7	62.36	64.31
734690.4583	77.8	63.12	64.98
734690.5	81.2	63.76	66.72
734690.5417	81.29999999	65.16	66.73
734690.5833	78	65.87	66.53
734690.625	85.1	66.69	67.77
734690.6667	81.49999998	67.02	68.58
734690.7083	75.1	68.14	67.17
734690.75	75.2	68.97	65.83
734690.7917	72.29999999	68.48	64.76
734690.8333	69.8	67.31	64
734690.875	70	66.37	63.39
734690.9167	67.8	65.7	63.05
734690.9583	67.6	65.08	62.89
734691	67.3704918	64.56	62.58
734691.0417	65.6	64.15	62.3
734691.0833	65	63.75	62.03
734691.125	64.4	63.28	61.82
734691.1667	64.49999999	62.8	61.67
734691.2083	62.7	62.37	61.48
734691.25	62.2	62	61.4
734691.2917	68.30000002	61.67	61.68
734691.3333	76.4	61.54	62.53
734691.375	78	61.8	64.08
734691.4167	79.7	62.48	66.18
734691.4583	79.5	63.49	67.37
734691.5	80.6	64.86	68.31
734691.5417	73.90000001	66.34	75.16
734691.5833	76.8	66.5	72.44
734691.625	77.6	66.4	70.25
734691.6667	80.00000001	66.03	70.15
734691.7083	83	66.4	69.22
734691.75	77.1	67.06	68.12
734691.7917	76.59999998	67.11	66.72
734691.8333	70.7	66.33	65.6
734691.875	68.4	65.44	64.85
734691.9167	67.2	64.73	64.33
734691.9583	66.6	64.1	63.98
734692	65.69508197	63.66	63.58
734692.0417	65.4	63.29	63.31
734692.0833	64.7	62.93	63.03
734692.125	64.6	62.57	62.84
734692.1667	65	62.26	62.61
734692.2083	64.4	61.99	62.5
734692.25	66.2	61.8	62.59
734692.2917	70.00000001	61.71	62.82
734692.3333	73.9	61.78	63.42
734692.375	76.3	62.12	64.26
734692.4167	76.70000002	62.89	64.6
734692.4583	82.4	63.68	66.91
734692.5	78.9	64.63	66.21
734692.5417	78.8	65.26	66.72
734692.5833	79.6	65.86	66.6
734692.625	79.7	66.04	67.25
734692.6667	73.50000001	66.23	74.82
734692.7083	75.7	66.19	71.77
734692.75	72.3	66.23	68.76
734692.7917	71.9	65.85	70.85
734692.8333	70.8	65.6	68.48
734692.875	70.2	65.28	67.04
734692.9167	70	65.03	66.17
734692.9583	69	64.85	65.53
734693	69.60983607	64.67	65.08
734693.0417	70.2	64.56	64.8
734693.0833	69.2	64.52	64.51
734693.125	70	64.47	64.23
734693.1667	69.5	64.39	64.06
734693.2083	69.5	64.29	63.79
734693.25	69.7	64.25	63.64
734693.2917	72.00000001	64.16	63.75
734693.3333	75.2	64.16	64.2
734693.375	75	64.38	64.1
734693.4167	77.8	64.63	64.99
734693.4583	78.7	65	65.98
734693.5	78.5	65.8	68.37
734693.5417	77.5	66.84	66.89
734693.5833	78.8	67.73	68.49
734693.625	81.5	68.45	68.37
734693.6667	78.1	69.17	68.11
734693.7083	77.8	69.95	67.5
734693.75	75.7	70.16	66.63
734693.7917	75.5	69.48	65.61
734693.8333	73.9	68.6	64.96
734693.875	73.3	67.67	64.66
734693.9167	72.2	66.96	64.26
734693.9583	71.4	66.43	63.81
734694	69.38196721	65.91	63.45
734694.0417	68.3	65.35	63.28
734694.0833	67.7	64.83	62.96
734694.125	67.5	64.34	62.97
734694.1667	67.7	63.98	62.86
734694.2083	67.9	63.79	62.71
734694.25	68.1	63.63	62.71
734694.2917	69.00000001	63.43	62.9
734694.3333	71.8	63.34	63.16
734694.375	73.6	63.43	63.49
734694.4167	75.2	63.71	63.75
734694.4583	75	64.05	64.4
734694.5	78	64.47	65.57
734694.5417	79.7	65.38	66.73
734694.5833	81.4	66.37	66.96
734694.625	82.7	67.6	67.79
734694.6667	80.9	69.72000001	67.89
734694.7083	79.7	71.14	67.57
734694.75	78.9	71.57	66.66
734694.7917	76.6	71.02	65.83
734694.8333	75.3	70.06	64.99
734694.875	74.8	68.98	64.47
734694.9167	74.3	68.17	64.2
734694.9583	73.4	67.55	63.91
734695	71.89672131	67.03	63.65
734695.0417	71.7	66.57	63.5
734695.0833	71	66.14	63.25
734695.125	70.9	65.7	63.18
734695.1667	69.6	65.37	63.05
734695.2083	69.7	65.04	62.89
734695.25	69.7	64.8	62.77
734695.2917	73.20000002	64.57	63.08
734695.3333	81.1	64.41	63.93
734695.375	83.8	64.54	65.37
734695.4167	84	65.18	67.53
734695.4583	84.3	66.11	68.45
734695.5	85.9	67.23	69.6
734695.5417	83.80000001	68.32000001	69.98
734695.5833	86.5	69.43	70.72
734695.625	87	70.13	70.36
734695.6667	87.5	70.75	70.79
734695.7083	88.1	71.56	70.03
734695.75	86.5	71.91	68.56
734695.7917	82.09999998	71.76	67.13
734695.8333	76.4	70.94	65.99
734695.875	73.4	69.95	65.28
734695.9167	73.1	68.96	64.85
734695.9583	72.8	68.17	64.57
734696	76.1	67.5	64.55
734696.0417	76.1	67	64.49
734696.0833	75.6	66.68	64.33
734696.125	75.8	66.34	64.21
734696.1667	74	66.05	64.09
734696.2083	74	65.77	63.91
734696.25	71.2	65.51	63.81
734696.2917	74.60000001	65.27	64.03
734696.3333	79.5	65.12	64.46
734696.375	82.9	65.2	65.24
734696.4167	82.09999999	65.56	66.29
734696.4583	80.1	66.16	66.24
734696.5	84.8	66.65	67.3
734696.5417	88.5	67.22	69.69
734696.5833	88.2	68.07	71.12
734696.625	89.2	69.15	71.86
734696.6667	87.9	70.85	71.25
734696.7083	86.5	71.89	69.96
734696.75	82	72.59	68.19
734696.7917	78.79999999	72.22	66.98
734696.8333	76.5	71.01	66.11
734696.875	75.9	69.71	65.62
734696.9167	75	68.73	65.24
734696.9583	74.5	68.06	64.95
734697	73.89180328	67.55	64.75
734697.0417	73.4	67.13	64.6
734697.0833	73.1	66.74	64.39
734697.125	73.8	66.4	64.47
734697.1667	73.6	66.15	64.36
734697.2083	73.3	66	64.42
734697.25	73.4	65.91	64.51
734697.2917	78	65.79	64.98
734697.3333	77.8	65.78	65.53
734697.375	82	65.96	66.77
734697.4167	82.40000001	66.43	67.87
734697.4583	86.8	67.31	70.05
734697.5	88	68.32	71.83
734697.5417	86.8	69.34	73.05
734697.5833	86.8	70.97	72.2
734697.625	83.8	72.23	71.05
734697.6667	80.70000001	73.08	70.88
734697.7083	84.4	73.35	70.02
734697.75	83.4	73.37	68.81
734697.7917	78.99999999	73.04	67.83
734697.8333	75.2	72.12	66.61
734697.875	72.2	71.05	65.82
734697.9167	70.1	69.96	65.27
734697.9583	70	68.99	64.81
734698	68.69672131	68.12	64.53
734698.0417	68.5	67.32	64.28
734698.0833	67.5	66.66	64.03
734698.125	66.3	66.06	63.77
734698.1667	65.9	65.56	63.67
734698.2083	65.7	65.04	63.49
734698.25	66.6	64.57	63.55
734698.2917	68.40000001	64.3	63.74
734698.3333	73.3	64.2	64.16
734698.375	71.7	64.34	64.66
734698.4167	68.6	64.66	64.56
734698.4583	69.7	64.87	64.58
734698.5	74.5	65.09	66.5
734698.5417	75.3	65.66	69.66
734698.5833	74.8	66.76	69.59
734698.625	73.3	67.86	68.07
734698.6667	72.2	69.03	67
734698.7083	71.9	69.43	66.43
734698.75	70.2	68.91	65.69
734698.7917	69.6	68.13	64.91
734698.8333	69.4	67.29	64.42
734698.875	69.3	66.66	64.07
734698.9167	69	66.16	63.82
734698.9583	69.2	65.81	63.61
734699	67.8590164	65.48	63.37
734699.0417	65.4	65.13	63.18
734699.0833	65.7	64.72	63.05
734699.125	65.1	64.3	62.76
734699.1667	64	63.97	62.5
734699.2083	63.3	63.62	62.31
734699.25	62.8	63.3	62.13
734699.2917	62.2	62.95	62.03
734699.3333	62.2	62.67	61.93
734699.375	60.2	62.43	64.51
734699.4167	60.1	61.99	64.41
734699.4583	61.1	61.8	63.55
734699.5	64.4	61.66	64.29
734699.5417	61.5	61.54	64.05
734699.5833	60.6	62.01	63.49
734699.625	63.4	62.12	63.39
734699.6667	62.9	62.07	63.01
734699.7083	63.4	62.16	62.59
734699.75	62.7	62.23	62.35
734699.7917	62.1	62.25	62.08
734699.8333	62	62.18	61.84
734699.875	61.6	62.04	61.61
734699.9167	60.9	61.84	61.43
734699.9583	60.8	61.67	63.18
734700	61	61.51	62.37
734700.0417	61	61.33	61.92
734700.0833	60.8	61.2	61.61
734700.125	61	61.07	62.6
734700.1667	61.1	60.99	62.18
734700.2083	61.6	60.93	61.92
734700.25	61.6	60.86	61.71
734700.2917	62.2	60.86	61.58
734700.3333	61.8	60.88	61.58
734700.375	62.6	60.9	61.93
734700.4167	63.3	60.96	62.45
734700.4583	63.6	61.08	62.42
734700.5	62.6	61.27	64.23
734700.5417	64.2	61.39	65.1
734700.5833	64.2	61.57	64.26
734700.625	65.2	61.8	63.96
734700.6667	65.1	62.1	63.46
734700.7083	65.7	62.26	63.16
734700.75	65.8	62.25	62.86
734700.7917	64.3	62.15	62.46
734700.8333	62.9	62	62.08
734700.875	63.3	61.76	61.86
734700.9167	63.3	61.54	61.71
734700.9583	63.3	61.44	61.56
734701	63.29672131	61.38	61.48
734701.0417	63.1	61.33	61.39
734701.0833	63.2	61.26	61.33
734701.125	63.2	61.2	61.28
734701.1667	63.6	61.15	61.3
734701.2083	64	61.13	61.28
734701.25	65.8	61.1	61.32
734701.2917	66	61.11	61.45
734701.3333	67.5	61.16	61.83
734701.375	70	61.33	62.4
734701.4167	71.50000001	61.68	63.38
734701.4583	73.8	62.32	65.08
734701.5	76.8	63.08	67.04
734701.5417	77.19999999	64.22	67.97
734701.5833	73.6	65.73	67.62
734701.625	69.7	67.19	65.4
734701.6667	69.5	67.04	71.07
734701.7083	70.3	66.54	68.25
734701.75	69.2	65.69	66.49
734701.7917	68.6	65.29	65.39
734701.8333	68.5	64.65	64.76
734701.875	67.8	63.9	64.29
734701.9167	66	63.54	63.71
734701.9583	65.8	63.3	63.39
734702	65.7	63.03	63.15
734702.0417	65.7	62.93	62.96
734702.0833	65.7	62.87	62.79
734702.125	65.9	62.78	62.52
734702.1667	65.4	62.73	62.35
734702.2083	65.2	62.59	62.32
734702.25	66.4	62.47	62.24
734702.2917	70.20000001	62.41	62.54
734702.3333	75	62.52	63.14
734702.375	77	62.82	64.08
734702.4167	80.5	63.31	65.68
734702.4583	81.8	64.23	67.56
734702.5	79.8	65.52	69.49
734702.5417	80.70000001	67.08	69.21
734702.5833	82.6	68.52	69.86
734702.625	81.3	69.83	69.74
734702.6667	83.9	70.82	68.77
734702.7083	83.6	71.16	68.08
734702.75	80.7	71.04	67
734702.7917	75.99999999	70.67	65.73
734702.8333	71.9	69.6	64.68
734702.875	69.6	68.31	64
734702.9167	66.9	67.2	63.55
734702.9583	66.7	66.26	63.24
734703	66.01967213	65.42	62.96
734703.0417	67.2	64.74	62.73
734703.0833	68.9	64.16	62.65
734703.125	68.7	63.73	62.51
734703.1667	70.1	63.33	62.51
734703.2083	70.5	63.06	62.51
734703.25	71.1	62.97	62.63
734703.2917	74.80000001	63.03	63.12
734703.3333	78.5	63.26	64.08
734703.375	79	63.69	65.33
734703.4167	81.2	64.42	66.53
734703.4583	79.7	65.41	66.92
734703.5	80.8	66.42	67.71
734703.5417	84.3	67.46	68.65
734703.5833	83.6	68.09	68.47
734703.625	81.3	68.82	68.51
734703.6667	82.5	69.61	68.5
734703.7083	83.4	69.92	68.37
734703.75	80.8	70.13	67.43
734703.7917	77.1	70.1	66.36
734703.8333	75.5	69.46	65.61
734703.875	74.9	68.66	65.11
734703.9167	74.5	67.92	64.72
734703.9583	74.5	67.42	64.53
734704	73.40983607	67	64.32
734704.0417	74	66.66	64.2
734704.0833	73.9	66.34	64.24
734704.125	73.8	66.07	64.21
734704.1667	73	65.87	64.13
734704.2083	73.3	65.72	64.2
734704.25	73.1	65.68	64.18
734704.2917	77.80000001	65.6	64.38
734704.3333	79.6	65.62	65.3
734704.375	81.8	65.81	66.54
734704.4167	83.7	66.32	68.49
734704.4583	83.5	67.01	70.1
734704.5	88.8	68.06	71.43
734704.5417	85.79999999	69.25	72.13
734704.5833	84	70.86	72.44
734704.625	87.6	71.92	71.96
734704.6667	85.3	72.88	72.43
734704.7083	87	73.51	70.7
734704.75	84.3	73.68	69.14
734704.7917	81.99999998	73.29	67.76
734704.8333	76.1	72.29	66.6
734704.875	73.7	71.08	65.83
734704.9167	72	70.01	65.35
734704.9583	71.2	69.11	64.96
734705	71.08688525	68.36	64.62
734705.0417	70.3	67.69	64.38
734705.0833	69.9	67.06	64.22
734705.125	69.5	66.54	64.11
734705.1667	71.29999999	66.09	63.92
734705.2083	68.8	65.71	63.79
734705.25	69.4	65.35	63.68
734705.2917	76.80000001	65.01	64.12
734705.3333	80	64.85	65.2
734705.375	83.7	65.04	66.75
734705.4167	85.5	65.87	68.84
734705.4583	84.1	66.95	68.84
734705.5	85.6	68.1	70.3
734705.5417	85	69.41	69.7
734705.5833	85	70.4	69.87
734705.625	76.7	71.28	68.72
734705.6667	85.6	71.29	70.52
734705.7083	84.6	71.31	69.85
734705.75	80.7	71.29	73.58
734705.7917	78.09999999	71.14	71.45
734705.8333	75.3	70.58	68.96
734705.875	75	69.81	66.63
734705.9167	72.6	69.07	65.86
734705.9583	72	68.39	65.27
734706	71.17377049	67.81	64.89
734706.0417	69.6	67.29	64.6
734706.0833	70.1	66.8	64.37
734706.125	69.4	66.34	64.13
734706.1667	70.29999999	65.9	63.94
734706.2083	67.8	65.5	63.78
734706.25	69	65.13	63.79
734706.2917	73.70000002	64.79	63.96
734706.3333	81.8	64.65	64.83
734706.375	86	64.8	66.44
734706.4167	87.99999999	65.44	68.45
734706.4583	83	66.46	68.68
734706.5	78.9	67.22	67.86
734706.5417	81.10000001	68.11	69.81
734706.5833	86.4	68.4	72.44
734706.625	79.6	68.74	70.79
734706.6667	78.4	68.91	68.67
734706.7083	78.6	69.19	67.75
734706.75	77.7	68.9	67.04
734706.7917	76.2	68.56	66.36
734706.8333	74.5	68.25	65.89
734706.875	73.7	67.89	65.43
734706.9167	74	67.48	65.12
734706.9583	74.3	67.08	64.94
734707	71.49016393	66.73	64.64
734707.0417	70.9	66.36	64.36
734707.0833	71	66.04	64.16
734707.125	69.9	65.66	63.97
734707.1667	71	65.3	63.96
734707.2083	70.7	64.98	63.88
734707.25	72	64.69	63.96
734707.2917	74.40000001	64.46	64.23
734707.3333	77	64.43	64.81
734707.375	79.2	64.75	65.51
734707.4167	81.20000001	65.23	67.645
734707.4583	84.5	65.96	69.78
734707.5	87.7	67.05	72.19
734707.5417	87.59999997	68.28	73.5
734707.5833	78.1	70.06	72.73
734707.625	74.2	71	76.76
734707.6667	78.90000002	71.15	74.16
734707.7083	85.5	70.88	72.62
734707.75	82.6	70.87	71.09
734707.7917	79.69999999	71.06	69.52
734707.8333	76.3	70.65	68.29
734707.875	73.8	69.86	67.37
734707.9167	71.8	69.11	66.7
734707.9583	70.2	68.38	66.16
734708	70.28360656	67.74	65.73
734708.0417	69.30000001	67.17	65.38
734708.0833	71.4	66.65	65.15
734708.125	73.1	66.22	65.36
734708.1667	72.4	66.04	65.09
734708.2083	72	65.84	64.98
734708.25	71	65.69	64.78
734708.2917	73.30000002	65.47	64.92
734708.3333	80.4	65.34	65.81
734708.375	81.5	65.48	67.43
734708.4167	81.40000001	66.17	69.43
734708.4583	84.6	67.13	71.34
734708.5	84.4	68.12	73.48
734708.5417	76.69999999	69.34	73.84
734708.5833	72.3	70.46	79.07
734708.625	82	70.51	74.73
734708.6667	82.70000001	71.07	74.51
734708.7083	86.3	71.43	73.02
734708.75	80.7	72.05	71.35
734708.7917	76.09999999	72.31	69.72
734708.8333	72.1	71.08	72.64
734708.875	70.6	69.47	69.97
734708.9167	69.9	68.55	69.05
734708.9583	68.3	67.41	67.9
734709	68.49508197	66.71	67.14
734709.0417	68.2	66.06	66.57
734709.0833	67.6	65.71	66.08
734709.125	67	65.45	65.64
734709.1667	69.7	65.17	65.37
734709.2083	71.2	64.91	65.36
734709.25	71.9	64.82	65.34
734709.2917	75.20000001	64.89	65.63
734709.3333	77.5	65.03	66.56
734709.375	76.6	65.33	66.81
734709.4167	80.6	65.74	67.64
734709.4583	81.4	66.25	68
734709.5	80.9	66.74	70.14
734709.5417	81.60000001	67.7	71.25
734709.5833	85.8	68.61	72.87
734709.625	80.2	70.06	71.72
734709.6667	74.7	70.84	69.19
734709.7083	74.5	70.66	71.73
734709.75	73.3	69.94	69.78
734709.7917	72.7	68.96	68.21
734709.8333	72.2	68.58	67.31
734709.875	71.8	68.2	66.66
734709.9167	71.2	67.88	66.23
734709.9583	70.8	67.57	65.94
734710	70.58360656	67.24	65.63
734710.0417	69.6	66.9	65.37
734710.0833	69.3	66.54	65.19
734710.125	69.3	66.27	64.96
734710.1667	68.5	66	65.09
734710.2083	68.3	65.84	64.58
734710.25	68.3	65.68	64.43
734710.2917	74.40000001	65.53	64.72
734710.3333	77	65.54	65.75
734710.375	77.8	65.82	67.02
734710.4167	81.10000001	66.2	67.91
734710.4583	83.7	66.86	68.96
734710.5	85.2	67.55	70.56
734710.5417	84.4	68.33	72.18
734710.5833	86.1	69.49	72.94
734710.625	87.9	70.54	72.95
734710.6667	85.7	71.52	72.86
734710.7083	85.5	72.29	71.05
734710.75	84.8	72.83	69.42
734710.7917	80.89999998	72.95	67.9
734710.8333	73.4	71.78	66.74
734710.875	71.4	70.52	66.01
734710.9167	69.9	69.33	65.52
734710.9583	68.3	68.46	65.12
734711	67.20491803	67.61	64.82
734711.0417	67.5	66.9	64.49
734711.0833	68.2	66.24	64.24
734711.125	67.1	65.57	64.07
734711.1667	68.99999999	64.91	63.76
734711.2083	66.4	64.3	63.52
734711.25	65.3	63.75	63.39
734711.2917	71.70000002	63.31	63.61
734711.3333	78.8	63.07	64.65
734711.375	82	63.15	66.37
734711.4167	84.3	63.78	68.49
734711.4583	84.4	64.75	69.35
734711.5	87.1	65.84	71.78
734711.5417	82.00000002	67.45	73.36
734711.5833	88.4	69.17	74.09
734711.625	87.2	70.81	73.77
734711.6667	86.2	72.52	73.17
734711.7083	87.4	73.53	71.66
734711.75	84.6	73.89	69.8
734711.7917	80.79999998	73.41	68.25
734711.8333	73.5	72.18	66.96
734711.875	70.8	70.8	66.18
734711.9167	68.8	69.44	65.66
734711.9583	67.4	68.41	65.18
734712	66.08196721	67.51	64.79
734712.0417	65	66.78	64.48
734712.0833	64.1	66.03	64.18
734712.125	63.8	65.33	63.86
734712.1667	62.9	64.7	63.59
734712.2083	62.5	64.06	63.33
734712.25	62.3	63.52	63.15
734712.2917	67.70000002	62.99	63.35
734712.3333	76.4	62.73	64.3
734712.375	84.4	62.76	66.09
734712.4167	86.3	63.34	68.41
734712.4583	87.7	64.39	70.81
734712.5	87.7	65.67	72.7
734712.5417	89.4	67.28000001	73.91
734712.5833	90	69.17	74.35
734712.625	88.9	70.83	74.05
734712.6667	89.69999999	72.27	73.31
734712.7083	85.1	73.31	71.96
734712.75	84.5	73.75	70.3
734712.7917	82.39999998	73.48	68.65
734712.8333	75.1	72.35	67.35
734712.875	72.7	70.99	66.53
734712.9167	70.4	69.74	65.96
734712.9583	68.7	68.73	65.5
734713	66.69836066	67.89	65.1
734713.0417	66.6	67.12	64.83
734713.0833	65.3	66.44	64.51
734713.125	65.1	65.8	64.23
734713.1667	65.2	65.21	63.95
734713.2083	64	64.63	63.74
734713.25	66.9	64.11	63.58
734713.2917	75.30000001	63.65	63.95
734713.3333	80	63.44	65.06
734713.375	80.1	63.64	66.51
734713.4167	83.40000001	64.33	68.51
734713.4583	86.5	65.42	71.09
734713.5	87	66.59	73.18
734713.5417	89.2	68.04	73.86
734713.5833	87.7	69.62	74.92
734713.625	90	71.36	75.05
734713.6667	87.7	72.9	74.21
